prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon,risk_tier,pi_width,dynasty_share_2022,delta_from_2022,trajectory
Basilan,2026,27.293184280395508,35.18443298339844,47.02395248413086,2028,Moderate Risk,19.73076820373535,33.10344696044922,2.0809860229492188,Increasing
Basilan,2027,26.507850646972656,34.670005798339844,46.592323303222656,2028,Moderate Risk,20.08447265625,33.10344696044922,1.566558837890625,Stable
Basilan,2028,25.891014099121097,34.23858642578125,46.19447708129883,2028,Moderate Risk,20.30346298217773,33.10344696044922,1.1351394653320312,Stable
Bataan,2023,30.282123565673828,32.35387420654297,35.11058044433594,2028,Low Risk,4.828456878662109,32.84671401977539,-0.4928398132324219,Stable
Bataan,2024,29.987884521484375,32.52117156982422,35.727970123291016,2028,Low Risk,5.740085601806641,32.84671401977539,-0.3255424499511719,Stable
Bataan,2025,29.917306900024418,32.86355972290039,36.61164474487305,2028,Low Risk,6.694337844848629,32.84671401977539,0.016845703125,Stable
Bataan,2026,29.97496032714844,33.3104248046875,37.640411376953125,2028,Moderate Risk,7.665451049804684,32.84671401977539,0.4637107849121094,Stable
Bataan,2027,30.061431884765625,33.76214599609375,38.65430450439453,2028,Moderate Risk,8.592872619628906,32.84671401977539,0.9154319763183594,Stable
Bataan,2028,30.13422584533691,34.160194396972656,39.54806137084961,2028,Moderate Risk,9.413835525512699,32.84671401977539,1.3134803771972656,Stable
Batanes,2023,25.838699340820312,28.523052215576172,32.671142578125,2028,Low Risk,6.8324432373046875,27.536231994628903,0.9868202209472692,Stable
Batanes,2024,26.106332778930664,29.78844451904297,34.52574920654297,2028,Low Risk,8.419416427612305,27.536231994628903,2.252212524414066,Increasing
Batanes,2025,26.55608558654785,31.13171005249023,36.60219955444336,2028,Low Risk,10.046113967895508,27.536231994628903,3.595478057861328,Increasing
Batanes,2026,26.99961853027344,32.019691467285156,37.938232421875,2028,Low Risk,10.938613891601559,27.536231994628903,4.4834594726562536,Increasing
Batanes,2027,27.32725524902344,32.49248123168945,38.64601516723633,2028,Low Risk,11.318759918212887,27.536231994628903,4.95624923706055,Increasing
Batanes,2028,27.5211181640625,32.70261764526367,38.992897033691406,2028,Low Risk,11.471778869628906,27.536231994628903,5.166385650634769,Increasing
Batangas,2023,34.02546310424805,36.59001541137695,40.77922821044922,2028,Moderate Risk,6.753765106201172,39.51612854003906,-2.9261131286621094,Decreasing
Batangas,2024,38.61054229736328,43.66147232055664,49.024757385253906,2028,Moderate Risk,10.414215087890625,39.51612854003906,4.145343780517578,Increasing
Batangas,2025,41.559932708740234,46.112159729003906,50.875709533691406,2028,Moderate Risk,9.315776824951172,39.51612854003906,6.596031188964844,Increasing
Batangas,2026,41.9927864074707,46.30208206176758,50.86827087402344,2028,Moderate Risk,8.875484466552734,39.51612854003906,6.785953521728516,Increasing
Batangas,2027,41.994476318359375,46.266902923583984,50.80585479736328,2028,Moderate Risk,8.811378479003906,39.51612854003906,6.750774383544922,Increasing
Batangas,2028,41.89892578125,46.17757034301758,50.73988342285156,2028,Moderate Risk,8.840957641601562,39.51612854003906,6.661441802978516,Increasing
Benguet,2023,4.076976776123047,5.659750461578369,8.29890251159668,2028,Low Risk,4.221925735473633,4.430379867553711,1.2293705940246582,Stable
Benguet,2024,5.255446910858154,8.411450386047363,12.2283353805542,2028,Low Risk,6.972888469696045,4.430379867553711,3.9810705184936523,Increasing
Benguet,2025,8.817590713500977,13.000012397766112,17.301605224609375,2028,Low Risk,8.484014511108398,4.430379867553711,8.5696325302124,Increasing
Benguet,2026,10.10487174987793,14.047333717346191,18.225685119628903,2028,Low Risk,8.120813369750973,4.430379867553711,9.61695384979248,Increasing
Benguet,2027,10.515380859375,14.282158851623535,18.387462615966797,2028,Low Risk,7.872081756591797,4.430379867553711,9.851778984069824,Increasing
Benguet,2028,10.724074363708496,14.374999046325684,18.440330505371097,2028,Low Risk,7.716256141662601,4.430379867553711,9.944619178771973,Increasing
Biliran,2023,16.67388343811035,19.111862182617188,22.92645835876465,2028,Low Risk,6.252574920654297,21.9780216217041,-2.866159439086914,Decreasing
Biliran,2024,17.083425521850586,19.909746170043945,23.91947555541992,2028,Low Risk,6.836050033569332,21.9780216217041,-2.0682754516601562,Decreasing
Biliran,2025,17.880334854125977,20.816991806030273,24.876323699951172,2028,Low Risk,6.995988845825195,21.9780216217041,-1.1610298156738281,Stable
Biliran,2026,18.1595401763916,21.102266311645508,25.156518936157227,2028,Low Risk,6.996978759765625,21.9780216217041,-0.8757553100585938,Stable
Biliran,2027,18.258800506591797,21.209224700927734,25.252281188964844,2028,Low Risk,6.993480682373047,21.9780216217041,-0.7687969207763672,Stable
Biliran,2028,18.315542221069336,21.280975341796875,25.322582244873047,2028,Low Risk,7.007040023803711,21.9780216217041,-0.6970462799072266,Stable
Bohol,2023,28.050601959228516,28.411466598510746,28.992258071899418,2028,Low Risk,0.941656112670902,28.16901397705078,0.2424526214599645,Stable
Bohol,2024,28.06080436706543,28.509794235229492,29.147790908813477,2028,Low Risk,1.0869865417480469,28.16901397705078,0.34078025817871094,Stable
